timestamp,test_id,num_macros,num_std_cells,total_cells,num_nets,seed,overlap_ratio,num_cells_with_overlaps,normalized_wl,elapsed_time,train_time,wl_loss_time,overlap_loss_time,backward_time,optimizer_time,eval_time,skipped_eval,tag
20260321_161617,10,10,2000,2010,20149,1010,0.7567164179104477,1521,0.39937982195950117,16.413599825999995,3.4733838390000074,0.6835923370000501,0.807424810998782,1.6961896039998692,0.21513069300044663,0.12215192300004674,False,scalable_cached
20260321_161617,11,10,10000,10010,92486,1011,0.6360639360639361,6367,0.3896898193409201,15.532954015000087,15.250005875999932,1.865431826998588,6.9177257250003095,5.990875913999616,0.3353441999988718,0.2826982770000086,False,scalable_cached
